OPENADMET_CANONICAL_SMILES,PXR_pEC50,source,dataset,InChI
Cc1c(Cl)nc(OC[C@H]2C[C@@H]2c2ccccn2)nc1NCc1cnn(C)c1,5.234999999999999,ChEMBL,train,KIYBJKHIYOZLEC-CABCVRRESA-N
Cn1cc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3ccnn23)cn1,4.64,ChEMBL,train,YLPZTDCVMOWRPZ-CVEARBPZSA-N
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3cc4cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc4o3)cc2)[nH]1)C(C)C,5.48,ChEMBL,train,QKFUCROVTLGTAV-VOIOCNMVSA-N
CC1(C)CCc2cc(S(=O)(=O)N(CC(=O)O)C3(c4cccc(-c5cc(Cl)cc(Cl)c5)c4)CCC3)ccc2O1,5.52,ChEMBL,train,LWYHAUSQQMAJRN-UHFFFAOYSA-N
C[Si](C)(O)c1ccc(N(CC(F)(F)F)S(=O)(=O)c2ccccc2)cc1,6.13,ChEMBL,train,JZXRTEHVZGXFDD-UHFFFAOYSA-N
CC(C)(O)c1ccc(N(CC(F)(F)F)S(=O)(=O)c2ccccc2)cc1,8.1,ChEMBL,train,BFSZGLRGQFVSKC-UHFFFAOYSA-N
COc1cccc(-c2nc3ccccc3c(=S)[nH]2)c1,6.07,ChEMBL,train,SGSOUQOVKICATR-UHFFFAOYSA-N
O[C@H](c1ccccn1)C1(c2ccc(OC(F)(F)F)cc2)CC(F)(F)C1,5.24,ChEMBL,train,FQHZSWUTWIAWID-CQSZACIVSA-N
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3C(=O)CCC3=O)cc2n1,6.05,ChEMBL,train,XSTBUOHORFUCIB-UHFFFAOYSA-N
CC(=O)N1CCC(C)(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,6.2,ChEMBL,train,LOEKGZIWKVJYER-YTTGMZPUSA-N
CS(=O)(=O)C1CCC(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,5.75,ChEMBL,train,ROJWRLPLLGYYCX-PZYUZEHPSA-N
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCOC(C(F)(F)F)C3)cc2n1,4.78,ChEMBL,train,PQGBVTXVOBDHIA-UHFFFAOYSA-N
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4C#N)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,5.91,ChEMBL,train,QJQIXZIPDHUXKU-HKBQPEDESA-N
CC(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,5.11,ChEMBL,train,KJQFBTHRWLTPCF-DEOSSOPVSA-N
O=S(=O)(c1ccc(F)cc1)[C@@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1,6.36,ChEMBL,train,OMYNIZMYRGKJIF-INIZCTEOSA-N
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(Cl)cc3)C2)CC1,5.19,ChEMBL,train,OWEBVLUQSSGDRX-UAVUOLJFSA-N
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,5.31,ChEMBL,train,LGFLFKROQCMBLV-QHCPKHFHSA-N
O=C(O)[C@H]1CC[C@](F)(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,4.97,ChEMBL,train,VXQLLPVKMJJWAK-GHEQTVGYSA-N
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCNC(C(F)(F)F)C3)cc2n1,5.15,ChEMBL,train,ZUPFJKSJZHRSRX-UHFFFAOYSA-N
CCC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCS(=O)(=O)CC1,5.28,ChEMBL,train,HQZCXDWOMVTYLT-DEOSSOPVSA-N
O=C(C1CCS(=O)(=O)C1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,5.14,ChEMBL,train,QABINSUJKJJFAK-FXMQYSIJSA-N
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4Cl)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,6.2,ChEMBL,train,XUEIXEHKBGZSHD-IHPVIADISA-N
CC(C)(O)c1cn(-c2ccc(-c3cc(F)c(CO)c(S(C)(=O)=O)c3)cc2F)c(C(C)(C)c2c(Cl)cccc2Cl)n1,6.0,ChEMBL,train,HNAJDMYOTDNOBK-UHFFFAOYSA-N
O=C(N1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,5.9,ChEMBL,train,AVTXZSGXHMLEBX-NDEPHWFRSA-N
Cc1cccc(F)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F,5.32,ChEMBL,train,AEIAAWBDOUMTLX-HYUGZUBYSA-N
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCOC3=O)cc2n1,5.01,ChEMBL,train,DXXJDGIZZRMJON-UHFFFAOYSA-N
CC(C)(O)c1cn(-c2ccc(-c3cc(F)c(CO)c(S(C)(=O)=O)c3)cc2)c(C(C)(C)c2cccc(F)c2Cl)n1,5.52,ChEMBL,train,IQFPWMNABYUYJC-UHFFFAOYSA-N
CC1CC=C(c2cc(C(N)=O)nc3cc(CN4C(=O)CCC4=O)ccc23)CC1,6.22,ChEMBL,train,PQQJZVOILCUNMH-UHFFFAOYSA-N
O=C(C1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,4.82,ChEMBL,train,QKBOGWLTELXFIN-LJAQVGFWSA-N
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1,4.99,ChEMBL,train,NNXPFEMWLZLAHM-QVKFZJNVSA-N
CC(=O)N1CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,6.32,ChEMBL,train,WSIFDSOTEVLMPK-UHFFFAOYSA-N
O=C(C1CCCC1)N1CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,6.1,ChEMBL,train,AWOZLZVEQAYRHZ-UHFFFAOYSA-N
Cc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1,4.9,ChEMBL,train,PSNZDXCQJULFRM-MHPIHPPYSA-N
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,4.8,ChEMBL,train,XFWKBJBSEOZBRA-UHFFFAOYSA-N
CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)C(C)(C)C)cc3n1C2,4.78,ChEMBL,train,SNJIZEGNGWGVNK-CYOAQLCUSA-N
CC1(C)CN2CCC[C@]2(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1,5.25,ChEMBL,train,XBIMZDZZPNFVOV-LJQANCHMSA-N
O=C(CC1(c2ccc(F)cc2)C2CC3CC(C2)CC1C3)N1CC(O)C1,5.17,ChEMBL,train,GWPZGCNYPPFAFR-UHFFFAOYSA-N
CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)C4(C)CC4)cc3n1C2,4.78,ChEMBL,train,CWSDSHIYVCDQNB-CYOAQLCUSA-N
CCOc1ccc2c(C(=O)N[C@H](c3ccccc3)C(F)(F)F)c(CN3CCC(N4CCCCC4)CC3)c(-c3cccc(C(F)(F)F)c3)nc2c1,5.89,ChEMBL,train,OLSYLXLXFVIGDV-PGUFJCEWSA-N
CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,4.89,ChEMBL,train,LYPAFUINURXJSG-AWEZNQCLSA-N
CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)CC4)ccc3C)cc12,5.8,ChEMBL,train,KCWQOCLBLVNNLJ-UHFFFAOYSA-N
CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(C)(=O)=O)cc3n1C2,5.08,ChEMBL,train,OCPBFYICLBKMRJ-OTQYBARZSA-N
CCOP(=O)(OCC)C(=Cc1ccccc1)P(=O)(OCC)OCC,6.57,ChEMBL,train,USVUIHWUJYTHTE-UHFFFAOYSA-N
CCS(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)C[C@@]1(C(=O)N2C4CCC2CN(C)C4)C[C@H]1c1cc(F)ccc1-3,5.56,ChEMBL,train,UMZMJQZKQWPUCN-ZAKJMPIZSA-N
CCOP(=O)(OCC)C(=Cc1c2ccccc2cc2ccccc12)P(=O)(OCC)OCC,6.54,ChEMBL,train,FFBFZSFLAOADHS-UHFFFAOYSA-N
O=S(=O)(c1ccc(F)cc1)[C@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1,6.28,ChEMBL,train,OMYNIZMYRGKJIF-MRXNPFEDSA-N
O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(/C=C/c3c(Cl)cccc3C(F)(F)F)ccc2O1,5.7,ChEMBL,train,HNQAJIBKSKZNTO-HKMNZKMDSA-N
CC(C)(O)CNC(=O)C[C@H]1CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N1S(=O)(=O)c1ccc(F)cc1,5.54,ChEMBL,train,WKDNXLPZDBZVOG-QGZVFWFLSA-N
O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)N1CCOCC1,6.42,ChEMBL,train,FLXMKXZJQCUECV-UHFFFAOYSA-N
CC(C)(O)CNC(=O)CC1CSc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N1S(=O)(=O)c1ccc(F)cc1,5.87,ChEMBL,train,DUBUCROMSYFQOW-UHFFFAOYSA-N
CC1(C)CCN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,7.44,ChEMBL,train,IFPBFPWEKKDYCO-UHFFFAOYSA-N
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nnn[nH]3)ccc2N(CC(C)C)CC(C)C)cc1,5.85,ChEMBL,train,CJNMMPAEIYFQIJ-UHFFFAOYSA-N
O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)Nc1nncs1,6.59,ChEMBL,train,VZANPRWREWRZMY-UHFFFAOYSA-N
CC1CCN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,7.8,ChEMBL,train,VCMYLRPKPWPXLZ-UHFFFAOYSA-N
O=S(=O)(c1ccc(F)cc1)N1CCSc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,7.7,ChEMBL,train,NMKUHNALTSCROZ-UHFFFAOYSA-N
CC(C)(O)CNC(=O)CC1Cc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N(S(=O)(=O)c2ccc(F)cc2)C1,6.545,ChEMBL,train,YACNBOWUNVKVEQ-UHFFFAOYSA-N
O=S(=O)(c1ccc(F)cc1)N1CCCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,7.6,ChEMBL,train,VDGMDLWYOUANBX-UHFFFAOYSA-N
CC(C)(O)[C@H](F)CNC(=O)C[C@@H]1CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N1S(=O)(=O)c1ccc(F)cc1,5.7,ChEMBL,train,FQWMGYJHFABALZ-FXAWDEMLSA-N
NC(=O)CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,6.72,ChEMBL,train,KBDBIOMGAWEQRR-UHFFFAOYSA-N
CC(C)(O)CNC(=O)C[C@@H]1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,6.64,ChEMBL,train,XUCORPNQMQOUMD-OAHLLOKOSA-N
CC(C)(O)CNC(=O)CC1CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N1S(=O)(=O)c1ccc(F)cc1,5.7,ChEMBL,train,WKDNXLPZDBZVOG-UHFFFAOYSA-N
CC(C)(O)CNC(=O)C[C@H]1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,6.84,ChEMBL,train,XUCORPNQMQOUMD-HNNXBMFYSA-N
CC(C)(O)CNC(=O)CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,6.76,ChEMBL,train,XUCORPNQMQOUMD-UHFFFAOYSA-N
CC(C)(O)CNC(=O)C[C@@H]1CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N1S(=O)(=O)c1ccc(F)cc1,5.74,ChEMBL,train,WKDNXLPZDBZVOG-KRWDZBQOSA-N
O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)Nc1ccncc1,6.6,ChEMBL,train,YOFKGHWSZHDQNO-UHFFFAOYSA-N
CN1CCN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,7.75,ChEMBL,train,ADKOPWFCGKLXMN-UHFFFAOYSA-N
COC(=O)CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,7.26,ChEMBL,train,XSVGKHXBWUUWFX-UHFFFAOYSA-N
CC(C)(O)CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,6.28,ChEMBL,train,RHLFGMGTNLPFMT-UHFFFAOYSA-N
CC1(C)Cc2c(c(C(=O)Nc3ccc(F)c(C(F)(F)F)c3)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,5.61,ChEMBL,train,RNSBVQNXRDUTET-UHFFFAOYSA-N
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(F)cn3)cc(C(C)(C)O)c2)nc1,5.7,ChEMBL,train,LPTQAIRPRNDOIX-OAHLLOKOSA-N
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(C(F)(F)F)nc3)cc(C(C)(C)O)c2)nc1,4.75,ChEMBL,train,JWKPMQOUHKVOGB-OAHLLOKOSA-N
CCN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,5.72,ChEMBL,train,VTYNTIZIGYBROX-UHFFFAOYSA-N
C[Si](C)(O)c1ccc(N(Cc2ccccc2)S(=O)(=O)c2ccccc2)cc1,5.5,ChEMBL,train,FRQLYOZVSRAGAX-UHFFFAOYSA-N
C[Si](C)(O)c1ccc(N(CCc2ccccc2)S(=O)(=O)c2ccccc2)cc1,4.85,ChEMBL,train,KYIXMFDHWLZHHB-UHFFFAOYSA-N
CN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,5.47,ChEMBL,train,DMQWCSBVIYWTGT-UHFFFAOYSA-N
COC(=O)CN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,5.85,ChEMBL,train,CHADRLVAUQMLCQ-UHFFFAOYSA-N
CCCCN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,5.19,ChEMBL,train,WPWNXJKKEVXEAJ-UHFFFAOYSA-N
COCCN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,5.38,ChEMBL,train,QLFYITAUDVXXCJ-UHFFFAOYSA-N
C[Si](C)(O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,5.62,ChEMBL,train,ZEDQIAMGWGTPEW-UHFFFAOYSA-N
CC(C)N(C)Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,5.39,ChEMBL,train,ANGUVPSJNSWBFO-UHFFFAOYSA-N
Clc1ccc(-c2nc3occn3c2/C=N/OCc2ccc(Cl)c(Cl)c2)cc1,5.89,ChEMBL,train,TZFZWSAJLAHLPR-AUEPDCJTSA-N
CC(O)(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)C(F)(F)F,6.62,ChEMBL,train,RWBSXNHLRLVENO-UHFFFAOYSA-N
C/C(=C\CC/C(C)=C/CC[C@]1(C)CCc2cc(O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)cc(C)c2O1)CC/C=C(\C)C(=O)[O-].[Na+].[Na+],4.77,ChEMBL,train,VJKILDBAPSMAKI-MMAQEUAZSA-L
O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCc2c(F)cccc2CN2CCC2)cc1F,5.51,ChEMBL,train,ZKBINYGXHLBBGG-UHFFFAOYSA-N
CCC(O)(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)C(F)(F)F,7.32,ChEMBL,train,CJEPCVNMGKMCGZ-UHFFFAOYSA-N
COc1ccc(F)c([C@H](C)Nc2cc(F)c(S(=O)(=O)Nc3cscn3)cc2Cl)c1,5.78,ChEMBL,train,YURAPCXMUFFHQV-JTQLQIEISA-N
CC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,6.12,ChEMBL,train,YRKKHOVWVALOSL-UHFFFAOYSA-N
CC1(C)CCN1Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,5.32,ChEMBL,train,RGBIVRJIERNIRK-UHFFFAOYSA-N
FC(F)(F)c1ccc(CO/N=C/c2c(-c3ccc4ccccc4c3)nc3occn23)cc1,5.7,ChEMBL,train,YNPJUDOGHKZVIK-CCVNUDIWSA-N
CC(C)(C)OC(=O)N1CC[C@H]2[C@@H](c3ccsc3)Nc3c(ccc4c3CCCC4)[C@H]21,5.5,ChEMBL,train,QXEBBPGCVMMMOF-TUNNFDKTSA-N
CC(C)(C)OC(=O)N1CC[C@@H]2[C@H](c3ccco3)Nc3c(ccc4c3CCCC4)[C@@H]21,5.82,ChEMBL,train,WDPMPXYPKBSKLH-QIJUGHKUSA-N
CC(C)(CCO)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.89,ChEMBL,train,AOCAWQPFJXXOHX-UHFFFAOYSA-N
Cc1nc2cc(-c3ccccc3)nn2c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,5.24,ChEMBL,train,TZXRURYHFBZSGH-MHZLTWQESA-N
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C(=O)O)O2,5.48,ChEMBL,train,NJIUWSABAIXPGI-ZLLRIDPDSA-N
CC1(C)CCC(C)(C)c2cc(-c3nc4sccn4c3/C=N/OCc3ccc(Cl)c(Cl)c3)ccc21,5.44,ChEMBL,train,XEVQQYOJAMMTIB-FJEPWZHXSA-N
OC(c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12)C1CC1,4.32,ChEMBL,train,BRLDZMBOIRWMNY-UHFFFAOYSA-N
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1cccnc1,5.52,ChEMBL,train,QTEMPVGNCZGUQZ-JTQLQIEISA-N
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)c1cc(C#N)ccc1F,6.2,ChEMBL,train,MULKIBHRPCRKGZ-JTQLQIEISA-N
CC1(C)CCN1Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,4.93,ChEMBL,train,GFSUVQOECDPIQJ-UHFFFAOYSA-N
C/C(=C\CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1)CC/C=C(\C)C(=O)O,5.89,ChEMBL,train,QOFWRHWADNWKSU-LRXIOGKNSA-N
CC(C)(C)OC(=O)N1CC[C@@H]2[C@H]1c1ccc3c(c1N[C@H]2c1ccsc1)CCCC3,5.92,ChEMBL,train,QXEBBPGCVMMMOF-JAXLGGSGSA-N
Clc1ccc(CO/N=C/c2c(-c3ccc4ccccc4c3)nc3occn23)cc1Cl,5.23,ChEMBL,train,UAKNSRDQWPLPHH-LGJNPRDNSA-N
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C(=O)O)CC2,5.52,ChEMBL,train,BCORXIGZWZRPBY-IOABHXFUSA-N
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)c1ccccc1F,6.6,ChEMBL,train,KTUKIQYULOKPOV-JTQLQIEISA-N
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)CO)CC2,5.8,ChEMBL,train,BCXUWFJENSOESD-YGTUODHKSA-N
CC(C)(C)OC(=O)N1CC[C@@H]2[C@@H](c3ccsc3)Nc3c(ccc4c3CCCC4)[C@@H]21,5.43,ChEMBL,train,QXEBBPGCVMMMOF-SJBKTWHCSA-N
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.0,ChEMBL,train,BRZMGCBYNWBKCQ-UHFFFAOYSA-N
OCCCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,4.6,ChEMBL,train,UWVBWBKYVHHNLM-UHFFFAOYSA-N
CN(Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)C(C)(C)C,5.03,ChEMBL,train,VOJFVKGTRNXOTJ-UHFFFAOYSA-N
CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(OC(F)F)c3)ccc2O1)C(=O)O,5.1,ChEMBL,train,GULSIMHVQYBADX-FQEVSTJZSA-N
Clc1ccc(CO/N=C/c2c(-c3ccc(-c4ccccc4)cc3)nc3sccn23)cc1Cl,4.24,ChEMBL,train,CYKGNEWIUJKXMA-RWPZCVJISA-N
CC(C)(C)OC(=O)N1CC[C@@H]2[C@H](c3ccsc3)Nc3c(ccc4c3CCCC4)[C@@H]21,5.08,ChEMBL,train,QXEBBPGCVMMMOF-URVUXULASA-N
COc1ccc(F)c([C@H](C)Nc2cc(F)c(S(=O)(=O)Nc3cscn3)c(F)c2)c1,5.61,ChEMBL,train,QYTIKFWKCOVLGN-JTQLQIEISA-N
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccc(F)cc1F,6.38,ChEMBL,train,PGAFBTBFTNJDLQ-VIFPVBQESA-N
c1cc([C@@H]2Nc3c(ccc4c3CCCC4)[C@@H]3OCC[C@H]23)cs1,5.46,ChEMBL,train,KANYIZHCPPRBJB-AOIWGVFYSA-N
COC[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccccc1,6.38,ChEMBL,train,HAHBYABDAIXZLF-INIZCTEOSA-N
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.64,ChEMBL,train,CWXMMQNRAWYVRM-UHFFFAOYSA-N
OCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,4.6,ChEMBL,train,QHHUTGUKHPGDBA-UHFFFAOYSA-N
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCCC(C)CCCC(C)CCCC(C)CO)O2,5.82,ChEMBL,train,URYLCCKXLNXSRS-NFBVUDMZSA-N
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,6.04,ChEMBL,train,WRXRCDCZKADEPR-UHFFFAOYSA-N
CC(C)(O)CCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.44,ChEMBL,train,YPSWZIMENUQPDQ-UHFFFAOYSA-N
C(=N/OCc1ccccc1)\c1c(-c2ccc3ccccc3c2)nc2occn12,5.14,ChEMBL,train,SVQBGUVLKWLPPT-BUVRLJJBSA-N
NC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,6.56,ChEMBL,train,DLEUANUZDIUIBV-UHFFFAOYSA-N
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1cc(F)ccc1F,6.4,ChEMBL,train,KLWKJFRXLGLTIH-VIFPVBQESA-N
C(=N/OCc1ccc(Oc2ccccc2)cc1)\c1c(-c2ccc3ccccc3c2)nc2occn12,5.96,ChEMBL,train,DLFKZTMLENBWIB-NDZAJKAJSA-N
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,8.0,ChEMBL,train,BANKSZZTXXTYRE-UHFFFAOYSA-N
CC(=O)N1C[C@@H](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)[C@@](C)(c2ccccc2)C1,6.44,ChEMBL,train,AUXZEIGUWQDCNZ-RBUKOAKNSA-N
C[C@@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccccc2)C[C@@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.33,ChEMBL,train,VZZQWPNMECGJBM-NOZRDPDXSA-N
Cc1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,5.63,ChEMBL,train,JQRLHKYSZJBRMY-UHFFFAOYSA-N
CC(=O)N1CCC(C(=O)N2C[C@@H](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)[C@@](C)(c3ccc(F)cc3)C2)CC1,5.97,ChEMBL,train,PLEBLNIHUKCNPF-UKILVPOCSA-N
CCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3c(F)cc(F)cc32)CC1,6.26,ChEMBL,train,UYVWUMCZRNBTEH-LDSCYUJKSA-N
